chain_name,product_family,brand_flavor,store_state,week_ending,brand_units_per_package,package_sales,dollar_sales,selling_stores
Retailer A,Brand One,Flavored,MD,2019-12-14,4,25.000000,449.750000,49
Retailer C,Brand One,Flavored,TX,2019-10-12,4,663.000000,10601.370000,72
Retailer B,Brand One,Mint,IA,2019-10-26,4,241.000000,3853.590000,103
Retailer C,Brand One,Classic,NM,2019-11-30,2,92.000000,1103.080000,71
Retailer B,Brand One,Flavored,OK,2019-11-30,4,932.000000,14902.680000,47
Retailer C,Brand Two,Mint,CO,2019-02-09,2,148.000000,1996.520000,160
Retailer B,Brand Two,Classic,OK,2019-04-20,2,38.000000,512.620000,39
Retailer B,Brand Three,Mint,AR,2019-03-23,2,113.000000,1128.870000,42
Retailer A,Brand One,Flavored,NJ,2019-04-06,4,9359.000000,168368.410000,248
Retailer B,Brand Two,Classic,OK,2019-02-09,2,33.000000,445.170000,36
Retailer B,Brand One,Mint,MO,2019-02-23,4,144.000000,2302.560000,67
Retailer B,Brand Three,Flavored,IA,2019-04-13,2,1722.000000,17202.780000,103
Retailer C,Brand Two,Mint,TX,2019-01-19,2,15.000000,202.350000,45
Retailer B,Brand One,Flavored,SD,2019-02-09,2,44.000000,431.560000,9
Retailer C,Brand One,Flavored,OK,2019-01-12,2,441.000000,5728.590000,44
Retailer B,Brand One,Classic,CO,2019-03-02,2,274.000000,2737.260000,65
Retailer B,Brand Three,Mint,NE,2019-04-06,2,11.000000,109.890000,12
Retailer C,Brand Three,Mint,CO,2019-05-04,2,286.000000,2857.140000,141
Retailer B,Brand Two,Classic,MO,2019-04-13,2,51.000000,687.990000,57
Retailer C,Brand Two,Mint,OK,2019-04-06,2,84.000000,1133.160000,44
Retailer A,Brand Two,Mint,NJ,2019-03-02,2,389.000000,5429.630000,161
Retailer B,Brand One,Flavored,ND,2019-03-02,4,406.000000,6491.940000,10
Retailer B,Brand Two,Flavored,IA,2019-01-05,2,363.000000,4889.950000,100
Retailer B,Brand One,Mint,OK,2019-02-09,4,93.000000,1487.070000,42
Retailer B,Brand One,Classic,OK,2019-03-16,4,148.000000,2366.520000,46
Retailer B,Brand One,Mint,IA,2019-04-27,2,127.000000,1268.730000,99
Retailer B,Brand One,Mint,CO,2019-01-19,2,190.000000,1898.100000,58
Retailer B,Brand One,Mint,OK,2019-03-23,2,77.000000,769.230000,45
Retailer C,Brand One,Flavored,CO,2019-07-27,2,1722.000000,17202.780000,179
Retailer A,Brand Two,Flavored,NJ,2019-06-01,2,353.000000,4857.510000,182
Retailer A,Brand Three,Mint,PA,2019-06-01,2,3027.000000,36293.730000,230
Retailer A,Brand One,Classic,PA,2019-06-08,4,2681.000000,58955.190000,209
Retailer A,Brand Two,Flavored,PA,2019-07-13,2,296.000000,5621.040000,190
Retailer C,Brand Three,Classic,OK,2019-08-17,2,282.000000,2817.180000,47
Retailer C,Brand Two,Mint,CO,2019-10-12,2,385.000000,5181.650000,170
Retailer C,Brand Two,Classic,OK,2019-07-27,2,78.000000,978.720000,46
Retailer C,Brand Two,Mint,NM,2019-06-01,2,75.000000,1011.750000,71
Retailer B,Brand Two,Flavored,AR,2019-07-27,2,150.000000,2023.500000,48
Retailer B,Brand Three,Flavored,AR,2019-06-29,2,3541.000000,35374.590000,49
Retailer B,Brand Two,Classic,OK,2019-08-17,2,55.000000,685.950000,41
Retailer C,Brand Three,Classic,OK,2019-06-29,2,161.000000,1608.390000,47
Retailer A,Brand One,Flavored,MD,2019-07-27,2,989.000000,11858.110000,50
Retailer B,Brand One,Mint,OK,2019-07-20,2,40.000000,399.600000,44
Retailer B,Brand One,Flavored,OK,2019-06-29,2,306.000000,3056.940000,46
Retailer C,Brand Two,Mint,CO,2019-08-10,2,220.000000,2946.830000,170
Retailer B,Brand One,Classic,CO,2019-08-24,4,589.000000,9418.110000,65
Retailer A,Brand Two,Mint,PA,2019-08-24,2,390.000000,7406.100000,212
Retailer B,Brand One,Mint,CO,2019-06-08,4,243.000000,3885.570000,65
Retailer A,Brand Three,Mint,FL,2019-07-27,2,2769.000000,27656.330000,185
Retailer B,Brand One,Classic,WY,2019-08-31,4,89.000000,1423.110000,17
Retailer C,Brand Three,Flavored,OK,2019-07-20,2,1651.000000,16493.490000,47
Retailer A,Brand One,Classic,FL,2019-06-15,4,1407.000000,25311.930000,173
Retailer C,Brand One,Flavored,NM,2019-10-12,2,368.000000,4412.320000,75
Retailer A,Brand Three,Classic,NJ,2019-10-19,2,1366.000000,13646.340000,245
Retailer C,Brand One,Mint,CO,2019-09-21,2,192.000000,1918.080000,167
Retailer C,Brand Three,Flavored,NM,2019-10-26,2,1287.000000,15431.130000,77
Retailer B,Brand Two,Flavored,IA,2019-12-07,2,1158.000000,15168.540000,105
Retailer A,Brand Two,Flavored,FL,2019-12-28,2,2533.000000,34144.750000,202
Retailer B,Brand One,Mint,AR,2019-12-28,2,317.000000,3166.830000,49
Retailer B,Brand Three,Flavored,IA,2019-10-19,2,3593.000000,35894.070000,102
Retailer C,Brand One,Mint,OK,2019-10-19,2,37.000000,369.630000,45
Retailer B,Brand One,Mint,WY,2019-12-07,4,107.000000,1710.930000,17
Retailer B,Brand One,Mint,MO,2019-08-31,2,77.000000,769.230000,68
Retailer B,Brand Three,Flavored,NE,2019-10-19,2,398.000000,3976.020000,18
Retailer C,Brand One,Mint,CO,2019-11-30,2,730.000000,7292.700000,176
Retailer B,Brand One,Classic,IA,2019-12-07,4,608.000000,9721.920000,103
Retailer B,Brand Three,Classic,MO,2019-09-14,2,156.000000,1558.440000,68
Retailer B,Brand Three,Flavored,IA,2020-01-04,2,3056.000000,30529.440000,103
Retailer A,Brand One,Flavored,FL,2019-12-07,2,37.000000,443.630000,45
Retailer B,Brand Three,Mint,IA,2019-11-23,2,384.000000,3834.660000,101
Retailer B,Brand Three,Classic,CO,2019-08-24,2,172.000000,1718.280000,64
Retailer A,Brand Three,Mint,NJ,2019-11-02,2,2493.000000,24905.070000,245
Retailer A,Brand One,Mint,FL,2019-11-09,2,301.000000,3608.990000,192
Retailer B,Brand Two,Flavored,AR,2019-12-28,2,639.000000,8350.490000,49
Retailer A,Brand One,Flavored,DE,2019-03-30,4,1942.000000,34936.580000,41
Retailer C,Brand One,Flavored,NM,2019-02-09,2,535.000000,5346.600000,76
Retailer B,Brand One,Classic,AR,2019-03-09,2,132.000000,1318.680000,47
Retailer B,Brand One,Flavored,MO,2019-05-18,4,1997.000000,31932.030000,68
Retailer B,Brand Two,Mint,NE,2019-04-13,2,21.000000,283.290000,18
Retailer A,Brand Three,Classic,PA,2019-01-05,2,182.000000,2182.180000,139
Retailer C,Brand One,Mint,CO,2019-03-02,4,50.000000,799.500000,12
Retailer A,Brand Three,Flavored,MD,2019-03-16,2,1128.000000,11268.720000,51
Retailer B,Brand One,Flavored,OK,2019-04-20,2,266.000000,2657.340000,46
Retailer A,Brand Three,Mint,MD,2019-05-04,2,721.000000,7202.790000,51
Retailer B,Brand One,Mint,IA,2019-07-13,2,128.000000,1278.720000,98
Retailer B,Brand One,Mint,SD,2019-07-13,4,26.000000,415.740000,9
Retailer B,Brand One,Flavored,MO,2019-06-08,2,531.000000,5304.690000,67
Retailer A,Brand Three,Flavored,DE,2019-07-13,2,3703.000000,36992.970000,40
Retailer C,Brand Two,Classic,NM,2019-07-13,2,47.000000,611.440000,65
Retailer B,Brand One,Flavored,OK,2019-08-03,2,349.000000,3486.510000,46
Retailer B,Brand Three,Mint,CO,2019-07-13,2,303.000000,3026.970000,64
Retailer B,Brand One,Flavored,OK,2019-08-17,2,318.000000,3176.820000,46
Retailer C,Brand Three,Flavored,OK,2019-09-14,2,2255.000000,22527.450000,47
Retailer B,Brand Three,Classic,IA,2019-12-07,2,148.000000,1478.520000,94
Retailer A,Brand Three,Mint,PA,2019-09-07,2,4221.000000,50609.790000,230
Retailer B,Brand One,Flavored,MO,2019-11-30,4,1933.000000,30908.670000,70
Retailer C,Brand Two,Classic,OK,2019-12-21,2,199.000000,2425.470000,47
Retailer A,Brand One,Classic,DE,2020-01-11,4,589.000000,10596.110000,42
Retailer B,Brand One,Mint,OK,2019-10-12,4,76.000000,1215.240000,46
Retailer A,Brand One,Mint,FL,2019-12-28,2,1065.000000,12769.350000,199
Retailer B,Brand One,Classic,OK,2019-11-30,2,116.000000,1158.840000,47
Retailer C,Brand One,Classic,OK,2019-11-23,2,125.000000,1248.750000,47
Retailer B,Brand One,Mint,MO,2019-05-11,2,95.000000,949.050000,66
Retailer A,Brand One,Mint,DE,2019-05-04,2,87.000000,1043.130000,40
Retailer C,Brand One,Mint,NM,2019-01-19,2,171.000000,2221.290000,70
Retailer B,Brand Three,Flavored,MN,2019-04-06,2,0.000000,0.000000,2
Retailer A,Brand One,Mint,MD,2019-06-22,2,98.000000,1175.020000,50
Retailer C,Brand Two,Flavored,OK,2019-06-22,2,97.000000,1308.530000,40
Retailer C,Brand Two,Classic,NM,2019-10-12,2,51.000000,731.020000,62
Retailer C,Brand One,Classic,TX,2019-10-26,4,96.000000,1535.040000,71
Retailer A,Brand Two,Classic,DE,2019-08-24,2,104.000000,1189.460000,41
Retailer B,Brand One,Classic,AR,2019-11-09,2,125.000000,1248.750000,49
Retailer B,Brand One,Flavored,NE,2019-11-23,2,239.000000,2387.610000,18
Retailer A,Brand One,Flavored,MD,2019-10-26,4,1920.000000,34540.800000,50
Retailer B,Brand One,Flavored,ND,2019-12-14,2,174.000000,1738.260000,10
Retailer A,Brand Two,Flavored,NJ,2020-01-18,2,19.000000,265.810000,179
Retailer B,Brand One,Mint,AR,2019-12-21,2,537.000000,5364.630000,49
Retailer B,Brand One,Mint,OK,2019-09-14,2,44.000000,438.560000,46
Retailer B,Brand Three,Flavored,OK,2019-10-05,2,2548.000000,25454.520000,46
Retailer B,Brand One,Classic,AR,2019-10-12,4,299.000000,4781.010000,49
Retailer C,Brand Two,Classic,TX,2019-06-15,2,26.000000,350.740000,46
Retailer A,Brand Two,Mint,MD,2019-10-05,2,244.000000,3253.620000,51
Retailer B,Brand Two,Mint,IA,2020-01-04,2,136.000000,1820.680000,102
Retailer A,Brand Three,Classic,DE,2019-10-26,2,223.000000,2227.770000,40
Retailer B,Brand One,Mint,ND,2019-09-07,4,35.000000,559.650000,10
Retailer B,Brand One,Classic,OK,2019-05-18,2,89.000000,889.110000,45
Retailer B,Brand One,Mint,ND,2019-01-26,2,19.000000,189.810000,7
Retailer B,Brand One,Flavored,WY,2019-07-13,2,78.000000,779.220000,17
Retailer C,Brand Three,Mint,NM,2020-02-01,2,195.000000,2338.050000,77
Retailer C,Brand Three,Mint,NM,2020-01-25,2,177.000000,2122.230000,77
Retailer B,Brand Three,Mint,AR,2019-11-16,2,578.000000,5774.220000,49
Retailer B,Brand One,Flavored,MN,2019-01-05,2,2.000000,29.980000,2
Retailer A,Brand Three,Flavored,DC,2019-02-16,2,6.000000,95.940000,2
Retailer B,Brand Two,Mint,OK,2019-12-14,2,203.000000,2675.440000,46
Retailer B,Brand One,Classic,NE,2019-07-06,4,123.000000,1966.770000,18
Retailer C,Brand Three,Mint,OK,2019-09-21,2,437.000000,4365.630000,46
Retailer A,Brand Three,Flavored,NJ,2020-02-01,2,82.000000,819.180000,234
Retailer C,Brand One,Mint,OK,2020-01-04,2,280.000000,2790.240000,47
Retailer A,Brand Three,Flavored,NJ,2020-01-25,2,535.000000,5344.650000,238
Retailer B,Brand Two,Flavored,SD,2019-05-11,2,16.000000,215.840000,9
Retailer C,Brand Two,Classic,OK,2019-12-28,2,253.000000,2809.660000,47
Retailer B,Brand One,Flavored,ND,2019-05-11,4,434.000000,6939.660000,10
Retailer B,Brand One,Classic,NE,2019-08-03,4,113.000000,1806.870000,18
Retailer B,Brand One,Flavored,ND,2019-11-30,2,375.000000,3746.250000,10
Retailer B,Brand One,Mint,MO,2020-02-01,2,526.000000,5254.740000,68
Retailer B,Brand One,Classic,MN,2019-09-07,2,1.000000,14.990000,2
Retailer A,Brand Three,Flavored,FL,2020-02-08,2,1.000000,9.990000,165
Retailer A,Brand One,Flavored,MD,2020-03-07,4,,,50
Retailer A,Brand Two,Mint,DE,2020-05-09,2,1419.000000,17013.810000,44
Retailer C,Brand Three,Flavored,CO,2020-04-25,2,,,151
Retailer A,Brand One,Flavored,VA,2020-02-15,4,0.000000,0.000000,85
Retailer C,Brand One,Classic,CO,2020-03-28,4,3258.000000,52095.420000,183
Retailer A,Brand One,Flavored,DC,2019-10-12,2,31.000000,619.690000,4
Retailer B,Brand Two,Mint,AR,2020-03-21,2,892.000000,11428.380000,49
Retailer B,Brand One,Classic,SD,2019-05-04,2,16.000000,159.840000,9
Retailer C,Brand Two,Mint,CO,2020-02-08,2,1299.000000,17513.020000,179
Retailer B,Brand Two,Classic,OK,2020-02-08,2,270.000000,3220.310000,47
Retailer B,Brand One,Flavored,MO,2020-02-15,2,0.000000,0.000000,61
Retailer B,Brand Three,Flavored,SD,2019-02-16,2,13.000000,129.870000,3
Retailer B,Brand Two,Classic,MT,2019-09-14,2,0.000000,0.000000,1
Retailer A,Brand One,Mint,DC,2019-07-13,4,8.000000,239.920000,3
Retailer A,Brand One,Classic,NJ,2020-02-29,4,4176.000000,75126.240000,243
Retailer B,Brand One,Classic,IA,2020-05-23,4,780.000000,12468.880000,105
Retailer B,Brand Three,Mint,ND,2019-04-27,2,15.000000,149.850000,9
Retailer B,Brand One,Flavored,SD,2019-08-10,2,65.000000,649.350000,9
Retailer B,Brand One,Mint,MO,2020-03-14,2,519.000000,5184.810000,69
Retailer C,Brand Two,Flavored,OK,2020-03-21,2,,,38
Retailer B,Brand One,Flavored,ND,2020-03-14,4,,,10
Retailer B,Brand Two,Classic,MT,2019-03-23,2,0.000000,0.000000,1
Retailer B,Brand Three,Classic,MT,2019-11-30,2,7.000000,69.930000,1
Retailer B,Brand One,Mint,MN,2019-07-27,4,0.000000,0.000000,2
Retailer A,Brand Three,Classic,DE,2020-05-09,2,654.000000,6533.460000,42
Retailer B,Brand Two,Flavored,MN,2019-11-09,2,4.000000,102.320000,2
Retailer B,Brand Three,Classic,MN,2020-02-29,2,2.000000,35.980000,1
Retailer B,Brand Three,Mint,MO,2020-04-11,2,2322.000000,23196.780000,69
Retailer B,Brand Two,Mint,SD,2019-06-01,2,16.000000,215.840000,9
Retailer B,Brand One,Flavored,MN,2019-12-07,2,4.000000,59.960000,2
Retailer A,Brand One,Mint,VA,2020-03-14,4,2033.000000,36572.590000,88
Retailer B,Brand Two,Flavored,MT,2019-12-14,2,3.000000,40.470000,1
Retailer A,Brand One,Classic,PA,2020-04-25,2,228.000000,3258.120000,99
Retailer A,Brand One,Flavored,FL,2020-05-02,2,,,164
Retailer C,Brand Two,Mint,NM,2020-03-07,2,201.000000,3015.510000,73
Retailer A,Brand Two,Flavored,DE,2020-03-07,2,0.000000,0.000000,33
Retailer A,Brand Three,Mint,MD,2020-04-18,2,2411.000000,24085.890000,52
Retailer C,Brand One,Classic,TX,2020-02-22,2,73.000000,729.270000,65
Retailer B,Brand One,Classic,WY,2020-03-07,2,27.000000,269.730000,17
Retailer C,Brand Two,Flavored,CO,2020-03-28,2,0.000000,0.000000,106
Retailer C,Brand Three,Flavored,NM,2020-05-09,2,,,71
Retailer A,Brand One,Flavored,PA,2020-08-01,4,,,207
Retailer B,Brand One,Mint,AR,2020-06-27,4,1865.000000,29818.230000,49
Retailer B,Brand Three,Flavored,IA,2020-02-15,2,0.000000,0.000000,72
Retailer B,Brand One,Flavored,WY,2020-08-08,2,,,15
Retailer A,Brand One,Flavored,NJ,2020-09-05,2,,,236
Retailer B,Brand One,Classic,IA,2020-05-02,4,792.000000,12389.220000,105
Retailer B,Brand Two,Classic,AR,2020-08-29,2,386.000000,4590.150000,50
Retailer B,Brand One,Mint,MO,2020-08-01,2,478.000000,4775.220000,70
Retailer C,Brand One,Mint,NM,2020-06-06,4,784.000000,15672.160000,77
Retailer A,Brand Three,Classic,PA,2020-06-06,2,3478.000000,41701.220000,234
Retailer B,Brand One,Flavored,IA,2020-06-20,2,,,97
Retailer B,Brand Three,Flavored,CO,2020-05-16,2,,,63
Retailer A,Brand One,Flavored,NJ,2020-08-15,4,,,236
Retailer A,Brand Three,Flavored,NJ,2020-09-12,2,,,246
Retailer A,Brand Two,Mint,MD,2020-06-27,2,2647.000000,26396.000000,52
Retailer A,Brand One,Mint,VA,2020-08-01,4,2352.000000,42312.480000,87
Retailer A,Brand Two,Flavored,DE,2020-05-16,2,,,28
Retailer A,Brand One,Mint,MD,2020-08-08,4,1803.000000,32435.970000,51
Retailer A,Brand Two,Classic,DC,2020-06-27,2,7.000000,146.930000,5
Retailer C,Brand One,Flavored,CO,2020-06-27,2,,,177
Retailer A,Brand Three,Classic,VA,2020-06-06,2,1071.000000,10699.290000,89
Retailer A,Brand One,Classic,MD,2020-10-17,2,103.000000,1234.970000,52
Retailer C,Brand Three,Mint,CO,2020-09-19,2,3150.000000,31468.500000,183
Retailer A,Brand One,Mint,MD,2020-10-03,2,401.000000,4795.990000,51
Retailer B,Brand One,Mint,MT,2019-04-06,2,4.000000,39.960000,1
Retailer A,Brand One,Flavored,DC,2019-06-22,2,44.000000,879.560000,3
Retailer A,Brand One,Classic,FL,2020-11-14,2,352.000000,4220.480000,209
Retailer A,Brand Two,Classic,VA,2020-11-21,2,965.000000,9640.350000,93
Retailer B,Brand Two,Flavored,IA,2020-09-05,2,,,94
Retailer C,Brand Three,Mint,CO,2020-10-17,2,3040.000000,30369.600000,178
Retailer B,Brand Three,Mint,IA,2020-11-21,2,2268.000000,22657.320000,106
Retailer B,Brand Three,Mint,SD,2020-05-16,2,33.000000,329.670000,9
Retailer A,Brand Two,Classic,NJ,2020-11-28,1,350.000000,2621.500000,186
Retailer A,Brand Two,Flavored,FL,2020-11-28,2,,,200
Retailer A,Brand One,Flavored,DE,2020-09-05,4,,,40
Retailer A,Brand One,Mint,NJ,2020-12-19,4,115.000000,2068.850000,235
Retailer B,Brand One,Classic,CO,2020-10-17,2,148.000000,1331.860000,70
Retailer C,Brand One,Mint,NM,2020-10-24,2,197.000000,2348.110000,75
Retailer A,Brand One,Flavored,NJ,2020-09-26,2,,,234
Retailer B,Brand One,Mint,ND,2020-12-26,2,43.000000,386.570000,10
Retailer A,Brand One,Flavored,MD,2020-08-22,2,,,50
Retailer A,Brand Three,Classic,VA,2020-09-05,2,1001.000000,9999.990000,89
Retailer B,Brand One,Mint,NE,2020-05-16,2,116.000000,1158.840000,17
Retailer B,Brand One,Classic,MO,2020-09-26,2,85.000000,764.150000,68
Retailer B,Brand Three,Classic,MN,2020-05-23,2,3.000000,53.970000,1
Retailer C,Brand Two,Flavored,TX,2020-09-19,2,,,58
Retailer B,Brand One,Mint,MO,2020-11-21,2,445.000000,4000.550000,68
Retailer A,Brand One,Mint,FL,2020-11-28,2,756.000000,9064.440000,212
Retailer B,Brand Three,Mint,OK,2020-10-03,2,2534.000000,25314.660000,47
Retailer B,Brand Three,Mint,CO,2020-09-05,2,2421.000000,24185.790000,69
Retailer C,Brand One,Flavored,CO,2020-12-05,2,,,86
Retailer A,Brand Three,Classic,VA,2020-09-12,2,876.000000,8751.240000,89
Retailer A,Brand One,Mint,MD,2020-11-28,2,366.000000,4388.340000,51
Retailer A,Brand Three,Classic,PA,2020-09-05,2,3139.000000,37636.610000,230
Retailer A,Brand Two,Classic,MD,2020-11-21,1,64.000000,511.360000,30
Retailer B,Brand One,Mint,MT,2019-06-29,4,0.000000,0.000000,1
Retailer B,Brand One,Flavored,WY,2020-03-14,4,0.000000,0.000000,17
Retailer B,Brand One,Flavored,SD,2020-02-01,4,5.000000,71.950000,9
Retailer B,Brand Two,Classic,AR,2020-05-30,2,278.000000,3320.200000,49
Retailer A,Brand Three,Flavored,DE,2020-06-20,2,,,40
Retailer A,Brand Two,Classic,VA,2020-07-18,2,765.000000,7628.970000,89
Retailer B,Brand One,Mint,NE,2020-06-13,4,692.000000,11065.080000,18
Retailer C,Brand One,Mint,TX,2020-08-08,4,1037.000000,15732.160000,72
Retailer C,Brand Two,Flavored,TX,2020-07-04,2,,,28
Retailer A,Brand One,Flavored,MD,2020-09-19,4,,,50
Retailer B,Brand Two,Mint,AR,2020-12-12,2,3421.000000,36945.150000,50
Retailer B,Brand One,Classic,NE,2020-02-15,4,170.000000,2718.300000,18
Retailer B,Brand One,Classic,MN,2019-03-02,2,0.000000,0.000000,2
Retailer B,Brand Three,Flavored,MN,2019-11-09,2,5.000000,89.950000,2
Retailer B,Brand Two,Classic,AR,2020-06-13,2,378.000000,4098.310000,49
Retailer B,Brand Two,Mint,WY,2020-07-11,2,401.000000,4956.860000,17
Retailer B,Brand Three,Flavored,OK,2020-07-25,2,,,46
Retailer A,Brand Three,Classic,DC,2020-04-25,2,16.000000,255.840000,5
Retailer B,Brand One,Classic,MO,2020-06-13,4,569.000000,9098.310000,68
Retailer A,Brand One,Mint,VA,2020-11-21,4,2013.000000,36213.870000,91
Retailer C,Brand One,Flavored,OK,2020-06-06,2,,,45
Retailer C,Brand One,Mint,OK,2020-08-29,4,956.000000,15263.440000,47
Retailer B,Brand One,Classic,MO,2020-12-19,2,112.000000,1006.880000,68
Retailer A,Brand Two,Classic,MD,2020-11-07,2,929.000000,9280.710000,53
Retailer B,Brand One,Classic,CO,2020-11-21,4,1187.000000,18980.130000,70
Retailer A,Brand One,Flavored,DC,2020-07-11,4,,,3
Retailer B,Brand One,Mint,CO,2020-09-12,4,3005.000000,48043.830000,69
Retailer B,Brand Two,Flavored,NE,2020-12-19,2,,,18
Retailer C,Brand One,Classic,NM,2020-11-21,4,397.000000,6379.570000,77
Retailer C,Brand Two,Mint,TX,2020-11-07,2,910.000000,7955.840000,72
Retailer B,Brand Two,Flavored,IA,2020-10-31,2,,,97
Retailer B,Brand One,Flavored,AR,2020-05-30,2,,,49
Retailer C,Brand Three,Classic,OK,2020-10-10,2,364.000000,3636.360000,47
Retailer B,Brand Two,Flavored,WY,2020-06-27,2,,,13
Retailer B,Brand One,Classic,AR,2020-11-07,4,410.000000,6555.900000,50
Retailer C,Brand Two,Flavored,OK,2020-11-14,2,,,45
Retailer C,Brand One,Flavored,OK,2020-06-13,4,,,47
Retailer B,Brand Three,Flavored,SD,2020-07-11,2,,,9
Retailer A,Brand Three,Classic,NJ,2019-03-16,2,1061.000000,10599.390000,235
Retailer A,Brand One,Flavored,FL,2019-03-30,4,5641.000000,101481.590000,167
Retailer B,Brand Three,Flavored,OK,2019-04-06,2,823.000000,8221.770000,47
Retailer A,Brand One,Flavored,VA,2019-03-02,4,3329.000000,59888.710000,85
Retailer B,Brand One,Flavored,MO,2019-04-27,2,468.000000,4675.320000,66
Retailer A,Brand One,Flavored,PA,2019-05-04,4,9333.000000,205232.670000,208
Retailer C,Brand One,Classic,OK,2019-01-19,2,39.000000,506.610000,39
Retailer B,Brand Three,Flavored,IA,2019-03-16,2,1138.000000,11358.630000,101
Retailer C,Brand One,Classic,NM,2019-02-23,2,180.000000,1798.200000,67
Retailer C,Brand One,Mint,TX,2019-03-30,2,126.000000,1258.740000,66
Retailer C,Brand One,Flavored,NM,2019-03-23,2,449.000000,4488.510000,71
Retailer C,Brand Two,Flavored,CO,2019-04-20,2,247.000000,3320.040000,176
Retailer C,Brand Two,Classic,NM,2019-03-23,2,52.000000,701.480000,56
Retailer A,Brand One,Flavored,VA,2019-03-16,4,3748.000000,67426.520000,85
Retailer B,Brand Two,Classic,OK,2019-01-12,2,22.000000,293.780000,29
Retailer C,Brand One,Classic,TX,2019-01-26,4,84.000000,1642.000000,65
Retailer A,Brand Three,Mint,PA,2019-02-09,2,953.000000,11426.470000,216
Retailer A,Brand One,Flavored,VA,2019-05-11,4,3151.000000,56686.490000,85
Retailer B,Brand One,Flavored,IA,2019-01-26,2,1072.000000,10709.280000,103
Retailer B,Brand One,Flavored,OK,2019-02-23,4,1108.000000,17716.920000,47
Retailer C,Brand Two,Classic,CO,2019-05-18,2,309.000000,4156.420000,175
Retailer B,Brand Two,Classic,NE,2019-01-19,2,5.000000,67.450000,13
Retailer B,Brand Two,Mint,SD,2019-04-20,2,17.000000,229.330000,9
Retailer A,Brand Two,Flavored,DE,2019-02-09,2,54.000000,728.460000,35
Retailer B,Brand Two,Mint,NE,2019-04-27,2,18.000000,242.820000,18
Retailer C,Brand One,Mint,OK,2019-03-09,4,64.000000,1023.360000,27
